Tonality,MIC,Pitch STD,MIS,Onset Density,nPVI,RIC
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
0.040708788180572886,,,,,,
-0.018492441955029082,0.017068866260799065,-0.007885907995550001,0.06797173910456766,-0.005893311650670557,0.03517933283388641,-0.01827149447716747
-0.23194673030269275,0.013834534820853728,-0.0156263256334358,-0.011657072047327799,-0.023271611081021187,0.031689955637410616,-0.011183160728618358
0.017945464048375714,-0.01235497040301059,0.05874672630272282,0.10544578610648758,-0.03755063591830926,0.021686642612673057,-0.009099167873199088
0.11602724675541276,0.06006430445940769,0.02564923035180966,0.027391794207704212,-0.02775696025289731,0.0016541948696148223,0.035566205482539526
-0.05911137091607643,-0.05182565888442903,-0.030456931313481206,-0.11487927944018789,0.040142756678510916,0.01158847386946904,-0.04592504128879049
0.0023278386055076705,-0.021642058520832064,-0.02519201808090432,0.026126173851236834,-0.05392442181477752,-0.02923400366445339,0.04629348616346807
0.12038727743425082,0.021746010948678673,0.026558036414800645,0.06676210427035267,-0.026423000558609466,-0.0033733486897873366,-0.04684274134703348
0.1456323998441894,0.06886619352862244,0.04676768701499934,0.01441847009275432,-0.05078376223339495,0.06963719352281383,0.07408157721489639
-0.03771695477889192,-0.058410334445226975,-0.05192534078998906,-0.007022423162330427,0.0584867076451559,-0.08003820851908028,-0.052168150792405
0.20082333290597254,-0.012241514568696044,0.012691678737075607,-0.02136585597735219,-0.00837215441976602,-0.0002949858782888004,-0.03483354156306928
0.04269963713407243,0.012964258546693586,0.0008736346538185946,-0.006243163352222025,0.005100498178164159,-0.021084738882575227,0.006451803078540985
0.024098051768402295,-0.004628648172167904,-0.053410745184387265,-0.05682784392064305,0.04362063932835081,0.012352376225910677,-0.008420979597480338
-0.022566036098677467,0.049935535099833284,0.08850123699320558,0.015402992367459178,-0.045917066891704716,0.07814639213137353,0.10232293231478751
-0.010990905166130105,-0.023620135414175625,-0.053172632796365776,-0.07134332034628504,0.022834863331467614,0.04401043224433154,-0.009235663578800013
0.056782082594885375,0.007284474634596583,0.007720281585412048,0.1519004692751551,0.006634222123137856,-0.09040394973395227,0.009355947456520464
-0.06102065852000349,-0.02595467490933895,-0.024297604690937807,-0.07232551305239077,0.026752722331345846,0.07423551986666543,-0.007836845204784115
0.04261891235475401,-0.016626295078031705,-0.03551234418147661,0.008003804821163696,0.02542951940452659,-0.07765809851607774,0.003849037598746663
-0.13833857546311534,-0.014199819673249459,-0.13283510967736054,-0.08627819053047492,0.044838741682836525,-0.09078585698077729,-0.023229403611542465
0.009346619477355378,0.0262708101995483,0.014916162794364501,0.04567284377362618,-0.027847063004018402,-0.061528766741066165,0.00954128908473173
-0.12222505757537072,0.04176119408525153,-0.004190983690308375,0.05401248609310827,-0.06825654013472643,0.0390125991093373,0.21104970619286978
0.056384784229589924,0.09136089412063186,0.06457524370350132,0.06568775967342116,-0.04467851188279923,0.08796082538592653,0.08148832936908912
0.014350762664019578,-0.013227751412546285,0.10260828144339218,-0.017935413931146393,0.0011800829889924702,0.027449670810172022,0.0008140930675522018
0.014494512361016842,-0.06944905224233022,0.022284313801083977,-0.04220582148855906,0.06546730213272581,-0.023051589417694363,-0.07419362286239173
-0.05526528869562031,0.043969471205051125,0.02170471389668638,-0.009105685310780931,-0.043589237657331914,0.06258632321786373,0.05554558327494896
-0.04637160676275087,-0.009429007964368519,0.00046791238236693067,-0.0892838302540983,0.050178884019821346,-0.047507003593997066,-0.11119894483082915
0.020173799843832274,-0.028947394644360025,-0.016456446633994426,-0.08823310922109595,0.024645777992520546,-0.050081907013441285,-0.0387104027448501
-0.07437150808263693,-0.02038016234581863,-0.03926909202272644,0.0023426651441424973,0.017477222156900618,0.007622834358802455,-0.04854828498393643
-0.04638437588503841,-0.07218906923140161,-0.0038336573843329447,0.043567433253685006,0.03147433750557321,-0.029770309064973743,-0.09666254481385489
